"importer_iso3c","exporter_iso3c","hs6","product_weight_t","dom_source","source_country_iso3c","sciname","habitat","method","live_weight_t","hs_version","year","nativity"
"DEU","BGR",30549,0.13821204524339,"domestic","BGR","ictalurus punctatus","inland","capture",0.433755468655505,"HS02",2004,"invasive"
"GRC","BGR",30269,0.151337299163391,"domestic","BGR","ictalurus punctatus","inland","capture",0.172804775303976,"HS02",2004,"invasive"
"JPN","BGR",30379,1.65275473593478,"domestic","BGR","ictalurus punctatus","inland","capture",2.21024162186356,"HS02",2004,"invasive"
"MKD","BGR",30110,0.566566569057846,"domestic","BGR","ictalurus punctatus","inland","capture",0.566566569057846,"HS02",2004,"invasive"
"MKD","BGR",30199,0.987995270921501,"domestic","BGR","ictalurus punctatus","inland","capture",0.987995270921501,"HS02",2004,"invasive"
"ROU","BGR",30569,1.26672076627664,"domestic","BGR","ictalurus punctatus","inland","capture",2.31303211922114,"HS02",2004,"invasive"
"BEL","USA",30379,0.357908144530536,"domestic","USA","ictalurus punctatus","inland","capture",0.47863331482026,"HS02",2004,"native"
"BHS","USA",30110,0.11895340872723,"domestic","USA","ictalurus punctatus","inland","capture",0.11895340872723,"HS02",2004,"native"
"BHS","USA",30199,0.101406318011141,"domestic","USA","ictalurus punctatus","inland","capture",0.101406318011141,"HS02",2004,"native"
"BLR","USA",30379,0.133040535466418,"domestic","USA","ictalurus punctatus","inland","capture",0.177916131467976,"HS02",2004,"native"
"CAN","USA",30110,1.5525675231111,"domestic","USA","ictalurus punctatus","inland","capture",1.5525675231111,"HS02",2004,"native"
"CAN","USA",30199,2.84439501231999,"domestic","USA","ictalurus punctatus","inland","capture",2.84439501231999,"HS02",2004,"native"
"CAN","USA",30269,35.8941495164904,"domestic","USA","ictalurus punctatus","inland","capture",40.9858010960518,"HS02",2004,"native"
"CAN","USA",30379,0.940441394455151,"domestic","USA","ictalurus punctatus","inland","capture",1.25765951096945,"HS02",2004,"native"
"CAN","USA",160419,1.19840155956574,"domestic","USA","ictalurus punctatus","inland","capture",2.26138374290055,"HS02",2004,"native"
"CHN","USA",30110,0.54475663332649,"domestic","USA","ictalurus punctatus","inland","capture",0.54475663332649,"HS02",2004,"native"
"CHN","USA",30379,8.32089096221314,"domestic","USA","ictalurus punctatus","inland","capture",11.1275914906212,"HS02",2004,"native"
"CHN","USA",160419,0.382950884630749,"domestic","USA","ictalurus punctatus","inland","capture",0.722628319298223,"HS02",2004,"native"
"DEU","USA",30110,0.119694617433915,"domestic","USA","ictalurus punctatus","inland","capture",0.119694617433915,"HS02",2004,"native"
"DEU","USA",30269,0.140994898313212,"domestic","USA","ictalurus punctatus","inland","capture",0.160995285740604,"HS02",2004,"native"
"DEU","USA",30379,10.6896797102999,"domestic","USA","ictalurus punctatus","inland","capture",14.2953909048896,"HS02",2004,"native"
"DEU","USA",160419,0.175317284985872,"domestic","USA","ictalurus punctatus","inland","capture",0.33082371676834,"HS02",2004,"native"
"DMA","USA",30269,0.306151726049734,"domestic","USA","ictalurus punctatus","inland","capture",0.34957991533753,"HS02",2004,"native"
"DOM","USA",30379,0.314964724869766,"domestic","USA","ictalurus punctatus","inland","capture",0.421204749373914,"HS02",2004,"native"
"ESP","USA",30269,1.13357203377169,"domestic","USA","ictalurus punctatus","inland","capture",1.29437132596968,"HS02",2004,"native"
"ESP","USA",30379,0.292037808745832,"domestic","USA","ictalurus punctatus","inland","capture",0.390544408080484,"HS02",2004,"native"
"FRA","USA",30110,0.106977593766352,"domestic","USA","ictalurus punctatus","inland","capture",0.106977593766352,"HS02",2004,"native"
"FRA","USA",30269,7.26175130019491,"domestic","USA","ictalurus punctatus","inland","capture",8.29184416981515,"HS02",2004,"native"
"FRA","USA",30379,0.605671711803264,"domestic","USA","ictalurus punctatus","inland","capture",0.809969439207672,"HS02",2004,"native"
"FRA","USA",160419,0.128881870404814,"domestic","USA","ictalurus punctatus","inland","capture",0.243200089453884,"HS02",2004,"native"
"GBR","USA",30110,0.639546638215769,"domestic","USA","ictalurus punctatus","inland","capture",0.639546638215769,"HS02",2004,"native"
"GBR","USA",30269,0.63351677742513,"domestic","USA","ictalurus punctatus","inland","capture",0.723382305482102,"HS02",2004,"native"
"GBR","USA",30379,1.33359844250192,"domestic","USA","ictalurus punctatus","inland","capture",1.78343145560738,"HS02",2004,"native"
"GEO","USA",30269,0.170410942753251,"domestic","USA","ictalurus punctatus","inland","capture",0.19458405055862,"HS02",2004,"native"
"IDN","USA",30269,0.132289079093152,"domestic","USA","ictalurus punctatus","inland","capture",0.151054529942292,"HS02",2004,"native"
"IDN","USA",30379,0.102937279733019,"domestic","USA","ictalurus punctatus","inland","capture",0.137658816012195,"HS02",2004,"native"
"JAM","USA",30569,0.102320600993056,"domestic","USA","ictalurus punctatus","inland","capture",0.18683741741332,"HS02",2004,"native"
"JPN","USA",30110,0.337906460682157,"domestic","USA","ictalurus punctatus","inland","capture",0.337906460682157,"HS02",2004,"native"
"JPN","USA",30269,1.5105558799179,"domestic","USA","ictalurus punctatus","inland","capture",1.72483102880996,"HS02",2004,"native"
"JPN","USA",30379,32.4466637820259,"domestic","USA","ictalurus punctatus","inland","capture",43.3911730654246,"HS02",2004,"native"
"JPN","USA",30569,0.129656231658368,"domestic","USA","ictalurus punctatus","inland","capture",0.23675227900818,"HS02",2004,"native"
"JPN","USA",160419,0.961833034797329,"domestic","USA","ictalurus punctatus","inland","capture",1.81497893666256,"HS02",2004,"native"
"KOR","USA",30269,1.86385027326178,"domestic","USA","ictalurus punctatus","inland","capture",2.12824088609855,"HS02",2004,"native"
"KOR","USA",30379,8.20839579467035,"domestic","USA","ictalurus punctatus","inland","capture",10.9771508377188,"HS02",2004,"native"
"LBN","USA",30379,0.254665708203606,"domestic","USA","ictalurus punctatus","inland","capture",0.340566410547668,"HS02",2004,"native"
"LTU","USA",30379,0.166353463635049,"domestic","USA","ictalurus punctatus","inland","capture",0.222465766561179,"HS02",2004,"native"
"MEX","USA",30110,1.95269316037161,"domestic","USA","ictalurus punctatus","inland","capture",1.95269316037161,"HS02",2004,"native"
"MEX","USA",30269,0.619478097084843,"domestic","USA","ictalurus punctatus","inland","capture",0.70735221233799,"HS02",2004,"native"
"MEX","USA",30379,1.22916818044773,"domestic","USA","ictalurus punctatus","inland","capture",1.64377606285259,"HS02",2004,"native"
"MEX","USA",160419,0.32896508848896,"domestic","USA","ictalurus punctatus","inland","capture",0.620757121978667,"HS02",2004,"native"
"NLD","USA",30110,0.504318404028885,"domestic","USA","ictalurus punctatus","inland","capture",0.504318404028885,"HS02",2004,"native"
"NLD","USA",30269,2.00892246982278,"domestic","USA","ictalurus punctatus","inland","capture",2.29389184239394,"HS02",2004,"native"
"NLD","USA",30379,0.521152548955158,"domestic","USA","ictalurus punctatus","inland","capture",0.696941312583494,"HS02",2004,"native"
"NLD","USA",160419,0.230926564625235,"domestic","USA","ictalurus punctatus","inland","capture",0.435758427447819,"HS02",2004,"native"
"NOR","USA",30379,0.285766251066381,"domestic","USA","ictalurus punctatus","inland","capture",0.382157405753003,"HS02",2004,"native"
"PHL","USA",30379,0.119769172004173,"domestic","USA","ictalurus punctatus","inland","capture",0.160168235022503,"HS02",2004,"native"
"PRT","USA",30379,0.400897263971071,"domestic","USA","ictalurus punctatus","inland","capture",0.536122994933621,"HS02",2004,"native"
"PRT","USA",30569,0.280677411365153,"domestic","USA","ictalurus punctatus","inland","capture",0.51251695315277,"HS02",2004,"native"
"ROU","USA",30379,0.149714321241451,"domestic","USA","ictalurus punctatus","inland","capture",0.200214113444817,"HS02",2004,"native"
"RUS","USA",30379,0.401820104685025,"domestic","USA","ictalurus punctatus","inland","capture",0.537357116919166,"HS02",2004,"native"
"RUS","USA",160419,0.222553554983226,"domestic","USA","ictalurus punctatus","inland","capture",0.419958558253348,"HS02",2004,"native"
"SGP","USA",30379,0.147584858923071,"domestic","USA","ictalurus punctatus","inland","capture",0.197366367105969,"HS02",2004,"native"
"SWE","USA",30379,0.420537112871462,"domestic","USA","ictalurus punctatus","inland","capture",0.562387515943875,"HS02",2004,"native"
"THA","USA",30379,2.58600385532004,"domestic","USA","ictalurus punctatus","inland","capture",3.45828284805684,"HS02",2004,"native"
"TWN","USA",30110,0.421959528020305,"domestic","USA","ictalurus punctatus","inland","capture",0.421959528020305,"HS02",2004,"native"
"AUT","DEU",30420,0.163201002744021,"foreign","USA","ictalurus punctatus","inland","capture",0.444169954887518,"HS02",2004,"native"
"BEL","DEU",30420,0.124734433142173,"foreign","USA","ictalurus punctatus","inland","capture",0.339478842716294,"HS02",2004,"native"
"BEL","FRA",30410,0.127484759417328,"foreign","USA","ictalurus punctatus","inland","capture",0.323173865122927,"HS02",2004,"native"
"CAN","CHN",30420,0.18904974743323,"foreign","USA","ictalurus punctatus","inland","capture",0.514520231965859,"HS02",2004,"native"
"CAN","USA",30410,0.2845317406264,"foreign","USA","ictalurus punctatus","inland","capture",0.721287962487923,"HS02",2004,"native"
"CAN","USA",30490,0.312099087993956,"foreign","USA","ictalurus punctatus","inland","capture",1.60731030316888,"HS02",2004,"native"
"CHN","CAN",30379,0.105299665001163,"foreign","USA","ictalurus punctatus","inland","capture",0.140818052003479,"HS02",2004,"native"
"CHN","DEU",30379,1.69838052044851,"foreign","USA","ictalurus punctatus","inland","capture",2.27125733446133,"HS02",2004,"native"
"CHN","NLD",30379,0.926060948908007,"foreign","USA","ictalurus punctatus","inland","capture",1.23842843052044,"HS02",2004,"native"
"CHN","USA",30490,0.125341249110711,"foreign","USA","ictalurus punctatus","inland","capture",0.645507432920162,"HS02",2004,"native"
"CIV","DEU",30379,0.117746357498078,"foreign","USA","ictalurus punctatus","inland","capture",0.157463109623391,"HS02",2004,"native"
"DEU","CHN",30420,0.918934532252914,"foreign","USA","ictalurus punctatus","inland","capture",2.5009840801993,"HS02",2004,"native"
"DEU","GBR",30420,0.14317039660299,"foreign","USA","ictalurus punctatus","inland","capture",0.389654398754654,"HS02",2004,"native"
"DNK","FRA",30410,0.104686762409097,"foreign","USA","ictalurus punctatus","inland","capture",0.265380942707061,"HS02",2004,"native"
"EGY","DEU",30379,0.241067777761095,"foreign","USA","ictalurus punctatus","inland","capture",0.322381793567434,"HS02",2004,"native"
"EGY","NLD",30379,0.475940400802219,"foreign","USA","ictalurus punctatus","inland","capture",0.636478759072813,"HS02",2004,"native"
"ESP","FRA",30269,0.335490215200099,"foreign","USA","ictalurus punctatus","inland","capture",0.38308012350441,"HS02",2004,"native"
"FRA","BEL",30379,0.10131285291641,"foreign","USA","ictalurus punctatus","inland","capture",0.135486457534754,"HS02",2004,"native"
"FRA","CHN",30420,0.157984460481077,"foreign","USA","ictalurus punctatus","inland","capture",0.429972546154465,"HS02",2004,"native"
"FRA","DEU",30420,0.412623327887653,"foreign","USA","ictalurus punctatus","inland","capture",1.12300097335101,"HS02",2004,"native"
"FRA","USA",30490,0.242907083476075,"foreign","USA","ictalurus punctatus","inland","capture",1.25097147990179,"HS02",2004,"native"
"GBR","CHN",30420,0.268887644580244,"foreign","USA","ictalurus punctatus","inland","capture",0.731808083007586,"HS02",2004,"native"
"GBR","DEU",30420,0.197935065021339,"foreign","USA","ictalurus punctatus","inland","capture",0.538702626962915,"HS02",2004,"native"
"GHA","NLD",30379,0.129111371830392,"foreign","USA","ictalurus punctatus","inland","capture",0.172661630713181,"HS02",2004,"native"
"ITA","DEU",30420,0.103931925653455,"foreign","USA","ictalurus punctatus","inland","capture",0.282862469915548,"HS02",2004,"native"
"ITA","FRA",30269,0.175915590685782,"foreign","USA","ictalurus punctatus","inland","capture",0.200869542994173,"HS02",2004,"native"
"ITA","FRA",30410,0.170516347802107,"foreign","USA","ictalurus punctatus","inland","capture",0.43225894167834,"HS02",2004,"native"
"JPN","CAN",30410,0.376893885063537,"foreign","USA","ictalurus punctatus","inland","capture",0.955425998636064,"HS02",2004,"native"
"JPN","CHN",30420,1.17726326575163,"foreign","USA","ictalurus punctatus","inland","capture",3.20405489456338,"HS02",2004,"native"
"JPN","DEU",30379,0.235787295288575,"foreign","USA","ictalurus punctatus","inland","capture",0.315320163737837,"HS02",2004,"native"
"JPN","DMA",30379,0.290845727212062,"foreign","USA","ictalurus punctatus","inland","capture",0.388950228275515,"HS02",2004,"native"
"JPN","NLD",30379,0.236049140048015,"foreign","USA","ictalurus punctatus","inland","capture",0.315670330748826,"HS02",2004,"native"
"JPN","THA",30490,0.401488306443871,"foreign","USA","ictalurus punctatus","inland","capture",2.06766477818594,"HS02",2004,"native"
"JPN","USA",30490,2.61962318245168,"foreign","USA","ictalurus punctatus","inland","capture",13.4910593896262,"HS02",2004,"native"
"KOR","CHN",30420,0.207058837508657,"foreign","USA","ictalurus punctatus","inland","capture",0.563534003890497,"HS02",2004,"native"
"KOR","DEU",30379,0.344215502921467,"foreign","USA","ictalurus punctatus","inland","capture",0.460322039868439,"HS02",2004,"native"
"KOR","USA",30490,1.10955242775599,"foreign","USA","ictalurus punctatus","inland","capture",5.71419500294338,"HS02",2004,"native"
"LTU","USA",30490,0.132954439192429,"foreign","USA","ictalurus punctatus","inland","capture",0.684715361841011,"HS02",2004,"native"
"NGA","DEU",30379,0.596588171398033,"foreign","USA","ictalurus punctatus","inland","capture",0.79782195075037,"HS02",2004,"native"
"NGA","NLD",30379,0.405114406750688,"foreign","USA","ictalurus punctatus","inland","capture",0.541762612412362,"HS02",2004,"native"
"NLD","CHN",30420,0.154782823576243,"foreign","USA","ictalurus punctatus","inland","capture",0.421258929842826,"HS02",2004,"native"
"NLD","DEU",30420,0.157783452683814,"foreign","USA","ictalurus punctatus","inland","capture",0.429425480739787,"HS02",2004,"native"
"NLD","USA",30490,0.100953682755949,"foreign","USA","ictalurus punctatus","inland","capture",0.519911466193139,"HS02",2004,"native"
"POL","CHN",30420,0.19631276537871,"foreign","USA","ictalurus punctatus","inland","capture",0.534287355322638,"HS02",2004,"native"
"POL","DEU",30420,0.134240259531385,"foreign","USA","ictalurus punctatus","inland","capture",0.365350022472999,"HS02",2004,"native"
"USA","CAN",30199,0.317010931036347,"foreign","USA","ictalurus punctatus","inland","capture",0.317010931036347,"HS02",2004,"native"
"USA","CAN",30410,19.4163488966569,"foreign","USA","ictalurus punctatus","inland","capture",49.2204444530251,"HS02",2004,"native"
"USA","CAN",30420,0.188608462763949,"foreign","USA","ictalurus punctatus","inland","capture",0.513319225915947,"HS02",2004,"native"
"USA","CAN",160419,0.350197738790895,"foreign","USA","ictalurus punctatus","inland","capture",0.660823133098419,"HS02",2004,"native"
"USA","CHN",30420,1.64432472949685,"foreign","USA","ictalurus punctatus","inland","capture",4.47521540089192,"HS02",2004,"native"
"MKD","BGR",30199,0.397029138153885,"domestic","BGR","ictalurus punctatus","inland","capture",0.397029138153885,"HS02",2005,"invasive"
"ROU","BGR",30569,0.543629271513211,"domestic","BGR","ictalurus punctatus","inland","capture",0.992667049783124,"HS02",2005,"invasive"
"ARM","USA",30379,1.0578672767833,"domestic","USA","ictalurus punctatus","inland","capture",1.4146940466829,"HS02",2005,"native"
"BGD","USA",30269,0.131670511465182,"domestic","USA","ictalurus punctatus","inland","capture",0.150348217350799,"HS02",2005,"native"
"BHS","USA",30199,0.139001538783735,"domestic","USA","ictalurus punctatus","inland","capture",0.139001538783735,"HS02",2005,"native"
"BLR","USA",30379,0.160670218828675,"domestic","USA","ictalurus punctatus","inland","capture",0.214865519564348,"HS02",2005,"native"
"CAN","USA",30110,0.745244489034212,"domestic","USA","ictalurus punctatus","inland","capture",0.745244489034212,"HS02",2005,"native"
"CAN","USA",30199,3.5532741930793,"domestic","USA","ictalurus punctatus","inland","capture",3.5532741930793,"HS02",2005,"native"
"CAN","USA",30269,28.3097110786788,"domestic","USA","ictalurus punctatus","inland","capture",32.3254960205803,"HS02",2005,"native"
"CAN","USA",30379,0.575763761429871,"domestic","USA","ictalurus punctatus","inland","capture",0.769973307112177,"HS02",2005,"native"
"CAN","USA",160419,0.679305557263782,"domestic","USA","ictalurus punctatus","inland","capture",1.28184958655675,"HS02",2005,"native"
"CHN","USA",30110,0.141430878486684,"domestic","USA","ictalurus punctatus","inland","capture",0.141430878486684,"HS02",2005,"native"
"CHN","USA",30269,0.209801471769174,"domestic","USA","ictalurus punctatus","inland","capture",0.239562199060876,"HS02",2005,"native"
"CHN","USA",30379,9.18253437755657,"domestic","USA","ictalurus punctatus","inland","capture",12.2798738579862,"HS02",2005,"native"
"CHN","USA",160419,0.444366351364784,"domestic","USA","ictalurus punctatus","inland","capture",0.838519305025347,"HS02",2005,"native"
"DEU","USA",30269,0.128223605290412,"domestic","USA","ictalurus punctatus","inland","capture",0.146412361151978,"HS02",2005,"native"
"DEU","USA",30379,7.0488689761528,"domestic","USA","ictalurus punctatus","inland","capture",9.42650670387819,"HS02",2005,"native"
"DNK","USA",30379,0.19120881871272,"domestic","USA","ictalurus punctatus","inland","capture",0.255705024101588,"HS02",2005,"native"
"DOM","USA",30379,0.107379423469433,"domestic","USA","ictalurus punctatus","inland","capture",0.143599329001238,"HS02",2005,"native"
"ESP","USA",30269,1.13999655098252,"domestic","USA","ictalurus punctatus","inland","capture",1.30170717284412,"HS02",2005,"native"
"FRA","USA",30269,3.05505783714812,"domestic","USA","ictalurus punctatus","inland","capture",3.4884234488621,"HS02",2005,"native"
"FRA","USA",30379,0.40636525230581,"domestic","USA","ictalurus punctatus","inland","capture",0.543435377795116,"HS02",2005,"native"
"FRA","USA",160419,0.191417140389315,"domestic","USA","ictalurus punctatus","inland","capture",0.361204143914637,"HS02",2005,"native"
"GBR","USA",30110,0.374098126972982,"domestic","USA","ictalurus punctatus","inland","capture",0.374098126972982,"HS02",2005,"native"
"GBR","USA",30269,0.723458973389569,"domestic","USA","ictalurus punctatus","inland","capture",0.82608296850372,"HS02",2005,"native"
"GBR","USA",30379,0.996936124732674,"domestic","USA","ictalurus punctatus","inland","capture",1.33321034834443,"HS02",2005,"native"
"GBR","USA",160419,0.108078749367078,"domestic","USA","ictalurus punctatus","inland","capture",0.203944600055675,"HS02",2005,"native"
"JPN","USA",30110,0.22281836212227,"domestic","USA","ictalurus punctatus","inland","capture",0.22281836212227,"HS02",2005,"native"
"JPN","USA",30269,0.616712495882541,"domestic","USA","ictalurus punctatus","inland","capture",0.704194305483658,"HS02",2005,"native"
"JPN","USA",30379,17.6473310988923,"domestic","USA","ictalurus punctatus","inland","capture",23.5999116272494,"HS02",2005,"native"
"JPN","USA",160419,0.334034690814835,"domestic","USA","ictalurus punctatus","inland","capture",0.630323461567594,"HS02",2005,"native"
"KOR","USA",30269,1.07783810387061,"domestic","USA","ictalurus punctatus","inland","capture",1.23073143490114,"HS02",2005,"native"
"KOR","USA",30379,4.36203731788876,"domestic","USA","ictalurus punctatus","inland","capture",5.83338605934585,"HS02",2005,"native"
"KOR","USA",160419,0.434739398004153,"domestic","USA","ictalurus punctatus","inland","capture",0.820353244033836,"HS02",2005,"native"
"LTU","USA",30379,0.317236917874968,"domestic","USA","ictalurus punctatus","inland","capture",0.424243370558178,"HS02",2005,"native"
"MEX","USA",30110,0.560900605675691,"domestic","USA","ictalurus punctatus","inland","capture",0.560900605675691,"HS02",2005,"native"
"MEX","USA",30269,0.336567397721722,"domestic","USA","ictalurus punctatus","inland","capture",0.384310106361507,"HS02",2005,"native"
"MEX","USA",30379,1.03508693554161,"domestic","USA","ictalurus punctatus","inland","capture",1.38422972110699,"HS02",2005,"native"
"MEX","USA",160419,0.189778933999841,"domestic","USA","ictalurus punctatus","inland","capture",0.358112848457699,"HS02",2005,"native"
"NLD","USA",30110,0.110390205704621,"domestic","USA","ictalurus punctatus","inland","capture",0.110390205704621,"HS02",2005,"native"
"NLD","USA",30269,1.22583658053643,"domestic","USA","ictalurus punctatus","inland","capture",1.39972376955326,"HS02",2005,"native"
"NLD","USA",30379,2.03764201904305,"domestic","USA","ictalurus punctatus","inland","capture",2.72495434623565,"HS02",2005,"native"
"NLD","USA",160419,0.189119545360951,"domestic","USA","ictalurus punctatus","inland","capture",0.356868582096115,"HS02",2005,"native"
"NOR","USA",30379,0.13647549741572,"domestic","USA","ictalurus punctatus","inland","capture",0.182509732505561,"HS02",2005,"native"
"POL","USA",30379,0.593431767699643,"domestic","USA","ictalurus punctatus","inland","capture",0.793600867804484,"HS02",2005,"native"
"PRT","USA",30379,0.22507970005323,"domestic","USA","ictalurus punctatus","inland","capture",0.301000814263493,"HS02",2005,"native"
"PRT","USA",30569,0.18434189448308,"domestic","USA","ictalurus punctatus","inland","capture",0.336608299326104,"HS02",2005,"native"
"RUS","USA",30379,0.433089990020109,"domestic","USA","ictalurus punctatus","inland","capture",0.579174575115353,"HS02",2005,"native"
"RUS","USA",160419,0.23409142050614,"domestic","USA","ictalurus punctatus","inland","capture",0.441730510495086,"HS02",2005,"native"
"SGP","USA",30379,0.116029703451393,"domestic","USA","ictalurus punctatus","inland","capture",0.155167414961728,"HS02",2005,"native"
"SWE","USA",30379,0.305548889693769,"domestic","USA","ictalurus punctatus","inland","capture",0.408612880563552,"HS02",2005,"native"
"TWN","USA",30110,0.298469123288087,"domestic","USA","ictalurus punctatus","inland","capture",0.298469123288087,"HS02",2005,"native"
"UKR","USA",30379,0.272037254711395,"domestic","USA","ictalurus punctatus","inland","capture",0.363797513319815,"HS02",2005,"native"
"VNM","USA",30269,0.239695311791992,"domestic","USA","ictalurus punctatus","inland","capture",0.273696535649894,"HS02",2005,"native"
"CAN","CHN",30420,0.203882431883421,"foreign","USA","ictalurus punctatus","inland","capture",0.554889057354975,"HS02",2005,"native"
"CAN","USA",30199,0.142728201547569,"foreign","USA","ictalurus punctatus","inland","capture",0.142728201547569,"HS02",2005,"native"
"CAN","USA",30410,0.505269094833776,"foreign","USA","ictalurus punctatus","inland","capture",1.28085715540362,"HS02",2005,"native"
"CAN","USA",30490,0.168907496942995,"foreign","USA","ictalurus punctatus","inland","capture",0.869873609256428,"HS02",2005,"native"
"CHN","DEU",30379,0.597598720262164,"foreign","USA","ictalurus punctatus","inland","capture",0.799173365519824,"HS02",2005,"native"
"CHN","NLD",30379,1.39365639964945,"foreign","USA","ictalurus punctatus","inland","capture",1.86374742368505,"HS02",2005,"native"
"CIV","DEU",30379,0.246173157945308,"foreign","USA","ictalurus punctatus","inland","capture",0.329209257759937,"HS02",2005,"native"
"CIV","NLD",30379,0.114015831476969,"foreign","USA","ictalurus punctatus","inland","capture",0.152474248479008,"HS02",2005,"native"
"DEU","CHN",30420,0.802955008696737,"foreign","USA","ictalurus punctatus","inland","capture",2.18533271237883,"HS02",2005,"native"
"DEU","USA",30490,0.140031124716867,"foreign","USA","ictalurus punctatus","inland","capture",0.721160292291869,"HS02",2005,"native"
"EGY","DEU",30379,0.772421001055814,"foreign","USA","ictalurus punctatus","inland","capture",1.03296454641195,"HS02",2005,"native"
"EGY","NLD",30379,0.575426751048418,"foreign","USA","ictalurus punctatus","inland","capture",0.769522620536672,"HS02",2005,"native"
"ESP","FRA",30269,0.105787008873018,"foreign","USA","ictalurus punctatus","inland","capture",0.120793091983524,"HS02",2005,"native"
"EST","NLD",30379,0.103555708689348,"foreign","USA","ictalurus punctatus","inland","capture",0.138485845812639,"HS02",2005,"native"
"FRA","CHN",30420,0.134186613395645,"foreign","USA","ictalurus punctatus","inland","capture",0.365204018457761,"HS02",2005,"native"
"FRA","DEU",30420,0.19859131647764,"foreign","USA","ictalurus punctatus","inland","capture",0.540488689394145,"HS02",2005,"native"
"FRA","USA",30490,0.143674505809717,"foreign","USA","ictalurus punctatus","inland","capture",0.739923704920043,"HS02",2005,"native"
"GBR","CHN",30420,0.227844447173223,"foreign","USA","ictalurus punctatus","inland","capture",0.620104387354994,"HS02",2005,"native"
"GBR","DEU",30420,0.105653705205241,"foreign","USA","ictalurus punctatus","inland","capture",0.287548487360199,"HS02",2005,"native"
"GHA","NLD",30379,0.221491717199724,"foreign","USA","ictalurus punctatus","inland","capture",0.29620257719363,"HS02",2005,"native"
"JPN","CAN",30410,0.149857429736947,"foreign","USA","ictalurus punctatus","inland","capture",0.379888584383161,"HS02",2005,"native"
"JPN","CHN",30420,1.02389469698843,"foreign","USA","ictalurus punctatus","inland","capture",2.78664501886819,"HS02",2005,"native"
"JPN","NLD",30379,0.302849783571564,"foreign","USA","ictalurus punctatus","inland","capture",0.405003345183972,"HS02",2005,"native"
"JPN","USA",30490,1.96828536200574,"foreign","USA","ictalurus punctatus","inland","capture",10.1366696143296,"HS02",2005,"native"
"KOR","CHN",30420,0.139453452842318,"foreign","USA","ictalurus punctatus","inland","capture",0.379538316655044,"HS02",2005,"native"
"KOR","USA",30490,1.09176972575813,"foreign","USA","ictalurus punctatus","inland","capture",5.62261408765437,"HS02",2005,"native"
"LTU","USA",30490,0.125828853523528,"foreign","USA","ictalurus punctatus","inland","capture",0.648018595646171,"HS02",2005,"native"
"NGA","DEU",30379,0.188731132026224,"foreign","USA","ictalurus punctatus","inland","capture",0.252391594636608,"HS02",2005,"native"
"NGA","NLD",30379,1.40937404564641,"foreign","USA","ictalurus punctatus","inland","capture",1.88476675258175,"HS02",2005,"native"
"NLD","CHN",30420,0.204119108794147,"foreign","USA","ictalurus punctatus","inland","capture",0.555533200289102,"HS02",2005,"native"
"NLD","DEU",30379,1.63199982504893,"foreign","USA","ictalurus punctatus","inland","capture",2.18248591988274,"HS02",2005,"native"
"NLD","DEU",30420,0.148036496544644,"foreign","USA","ictalurus punctatus","inland","capture",0.402898039144245,"HS02",2005,"native"
"NLD","USA",30490,0.15148291206682,"foreign","USA","ictalurus punctatus","inland","capture",0.780136997144123,"HS02",2005,"native"
"POL","CHN",30420,0.2305697922155,"foreign","USA","ictalurus punctatus","inland","capture",0.627521721587799,"HS02",2005,"native"
"POL","DEU",30420,0.161676567202499,"foreign","USA","ictalurus punctatus","inland","capture",0.440021031447575,"HS02",2005,"native"
"USA","CAN",30199,0.302865522259478,"foreign","USA","ictalurus punctatus","inland","capture",0.302865522259478,"HS02",2005,"native"
"USA","CAN",30410,16.4880654105424,"foreign","USA","ictalurus punctatus","inland","capture",41.797245815725,"HS02",2005,"native"
"USA","CAN",30420,0.207770273272587,"foreign","USA","ictalurus punctatus","inland","capture",0.565470256645425,"HS02",2005,"native"
"USA","CAN",160419,0.199492676996913,"foreign","USA","ictalurus punctatus","inland","capture",0.376442681493175,"HS02",2005,"native"
"USA","CHN",30420,1.79079741986144,"foreign","USA","ictalurus punctatus","inland","capture",4.87385736495837,"HS02",2005,"native"
"DEU","BGR",30549,0.211148956491919,"domestic","BGR","ictalurus punctatus","inland","capture",0.66265580845714,"HS02",2006,"invasive"
"DEU","BGR",30569,0.312177102558318,"domestic","BGR","ictalurus punctatus","inland","capture",0.570035389271488,"HS02",2006,"invasive"
"FRA","BGR",30379,0.113552185641403,"domestic","BGR","ictalurus punctatus","inland","capture",0.151854211336599,"HS02",2006,"invasive"
"GRC","BGR",30199,0.811984711049503,"domestic","BGR","ictalurus punctatus","inland","capture",0.811984711049503,"HS02",2006,"invasive"
"MKD","BGR",30199,3.26797285949867,"domestic","BGR","ictalurus punctatus","inland","capture",3.26797285949867,"HS02",2006,"invasive"
"ROU","BGR",30569,0.906391005809149,"domestic","BGR","ictalurus punctatus","inland","capture",1.65506997660751,"HS02",2006,"invasive"
"TUR","BGR",30269,0.111119570938958,"domestic","BGR","ictalurus punctatus","inland","capture",0.126882087853632,"HS02",2006,"invasive"
"AFG","USA",30269,0.380097142823945,"domestic","USA","ictalurus punctatus","inland","capture",0.434014626417119,"HS02",2006,"native"
"BHS","USA",30199,0.169065647317721,"domestic","USA","ictalurus punctatus","inland","capture",0.169065647317721,"HS02",2006,"native"
"CAN","USA",30110,0.681469732716155,"domestic","USA","ictalurus punctatus","inland","capture",0.681469732716155,"HS02",2006,"native"
