"source_country_iso3c","exporter_iso3c","consumer_iso3c","consumption_source","sciname","sciname_hs_modified","habitat","method","end_use","consumption_live_t","consumption_live_t_capped","consumption_percap_live_kg","consumption_percap_live_kg_capped","hs_version","year"
"FRA","GBR","ISL","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00677206381284763,0.000879534139485799,2.04556993078222e-05,2.65672125743309e-06,"HS12",2015
"FRA","GBR","NOR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0297624307650827,0.0202366668819269,5.73417907463046e-06,3.89889766365291e-06,"HS12",2015
"FRA","ITA","MLT","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0044125291780795,0.00395441004119633,9.66432792151961e-06,8.66095471144387e-06,"HS12",2015
"FRA","NLD","DNK","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0101233513730364,0.00645223365661619,1.75068553709254e-06,1.11581942860012e-06,"HS12",2015
"FRA","NLD","MLT","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0053886603161568,0.00482919695322697,1.18022517815248e-05,1.05769142979133e-05,"HS12",2015
"FRA","PRT","DNK","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0013100646310254,0.000834984660036474,2.26556514505802e-07,1.4439838292223e-07,"HS12",2015
"FRA","SWE","DNK","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00616471549613448,0.00392915185316657,1.06609736851758e-06,6.79489337957839e-07,"HS12",2015
"FRA","SWE","NOR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00651870758585432,0.00443232997186469,1.2559268739667e-06,8.53954906342588e-07,"HS12",2015
"BHS","USA","DNK","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00169922009970366,0.00108301734408911,2.93855260305549e-07,1.87292007444022e-07,"HS12",2015
"USA","CAN","DNK","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0164653678594228,0.0104943903215788,2.84744451834175e-06,1.81485129574055e-06,"HS12",2015
"USA","CAN","FJI","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00220070451711607,0.00206225642444101,2.39937256554304e-06,2.24842610601941e-06,"HS12",2015
"USA","CAN","ISL","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00235000749525937,0.000305211509703568,7.09843380432359e-06,9.21922037405811e-07,"HS12",2015
"USA","CAN","NOR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00575447225767022,0.00391269581032954,1.1086854654421e-06,7.53839584477353e-07,"HS12",2015
"USA","CHN","FJI","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00135887132940931,0.00127338364022417,1.48154309791682e-06,1.38833802902766e-06,"HS12",2015
"USA","CHN","NOR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00179404934637022,0.00121984589494036,3.4565053849297e-07,2.35021623746109e-07,"HS12",2015
"USA","NLD","DNK","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00636436776691198,0.00405640250896832,1.10062430826491e-06,7.01495477475136e-07,"HS12",2015
"ATG",NA,"ATG","domestic","pterois volitans","pterois volitans","marine","capture","direct human consumption",19.0000000000012,19.0000000000012,0.20979638708539,0.20979638708539,"HS12",2016
"FRA","FIN","BLR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00308233763216487,0.00308233763216487,3.1750130892263e-07,3.1750130892263e-07,"HS12",2016
"FRA","FIN","EST","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00663055106692949,0.00663055106692949,5.03869599576989e-06,5.03869599576989e-06,"HS12",2016
"FRA","FIN","LVA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00169122158928365,0.00169122158928365,8.56976010492981e-07,8.56976010492981e-07,"HS12",2016
"FRA","FIN","NLD","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00220222766986557,0.00220222766986557,1.26092079262469e-07,1.26092079262469e-07,"HS12",2016
"FRA","FIN","RUS","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00428282994105285,0.00428282994105285,2.95145394652996e-08,2.95145394652996e-08,"HS12",2016
"FRA","FIN","SWE","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00102195691605246,0.00102195691605246,1.02675009351401e-07,1.02675009351401e-07,"HS12",2016
"FRA","FIN","VNM","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0134485621325163,0.0134485621325163,1.4441171894763e-07,1.4441171894763e-07,"HS12",2016
"FRA","FRA","BEL","foreign step 1","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.658206119491624,0.658206119491624,5.53105694466502e-05,5.53105694466502e-05,"HS12",2016
"FRA","FRA","BLR","foreign step 1","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00203560481040534,0.00203560481040534,2.09680855532678e-07,2.09680855532678e-07,"HS12",2016
"FRA","FRA","CHE","foreign step 1","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.659939810324389,0.659939810324389,7.88185656058857e-05,7.88185656058857e-05,"HS12",2016
"FRA","FRA","DEU","foreign step 1","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0787403998268032,0.0787403998268032,9.563833219159e-07,9.563833219159e-07,"HS12",2016
"FRA","FRA","ESP","foreign step 1","pterois volitans","pterois volitans","marine","capture","direct human consumption",1.78203274887022,1.78203274887022,3.83452901707188e-05,3.83452901707188e-05,"HS12",2016
"FRA","FRA","FIN","foreign step 1","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.269514234984009,0.269514234984009,4.90452218526704e-05,4.90452218526704e-05,"HS12",2016
"FRA","FRA","GBR","foreign step 1","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.39591380230427,0.39591380230427,5.99975238517107e-06,5.99975238517107e-06,"HS12",2016
"FRA","FRA","ITA","foreign step 1","pterois volitans","pterois volitans","marine","capture","direct human consumption",1.5476706859523,1.5476706859523,2.57436137338251e-05,2.57436137338251e-05,"HS12",2016
"FRA","FRA","MYS","foreign step 1","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.126176762855766,0.126176762855766,4.00225496140303e-06,4.00225496140303e-06,"HS12",2016
"FRA","FRA","NLD","foreign step 1","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0250763883490007,0.0250763883490007,1.43578885625012e-06,1.43578885625012e-06,"HS12",2016
"FRA","FRA","SWE","foreign step 1","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.180888119418948,0.180888119418948,1.81736520015335e-05,1.81736520015335e-05,"HS12",2016
"FRA","FRA","TUN","foreign step 1","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0757827438848308,0.0757827438848308,6.48510212423739e-06,6.48510212423739e-06,"HS12",2016
"FRA","FRA","TWN","foreign step 1","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.120442033679076,0.120442033679076,5.10467192415868e-06,5.10467192415868e-06,"HS12",2016
"FRA","FRA","USA","foreign step 1","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.132625247468836,0.132625247468836,4.00662129960849e-07,4.00662129960849e-07,"HS12",2016
"FRA","GBR","ARE","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00184575771617353,0.00184575771617353,2.05215003850068e-07,2.05215003850068e-07,"HS12",2016
"FRA","GBR","AUS","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00149605590786268,0.00149605590786268,6.1831476090016e-08,6.1831476090016e-08,"HS12",2016
"FRA","GBR","BEL","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00650904057846857,0.00650904057846857,5.46969604634664e-07,5.46969604634664e-07,"HS12",2016
"FRA","GBR","BEN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0151262774440636,0.0151262774440636,1.34335375301906e-06,1.34335375301906e-06,"HS12",2016
"FRA","GBR","BLR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00124257194700896,0.00124257194700896,1.27993187861382e-07,1.27993187861382e-07,"HS12",2016
"FRA","GBR","CAN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.002111300826471,0.002111300826471,5.84628727666683e-08,5.84628727666683e-08,"HS12",2016
"FRA","GBR","CHE","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00254347706933558,0.00254347706933558,3.03774997537959e-07,3.03774997537959e-07,"HS12",2016
"FRA","GBR","CHN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0172913392334249,0.0172913392334249,1.22637760741835e-08,1.22637760741835e-08,"HS12",2016
"FRA","GBR","DEU","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0211523962987852,0.0211523962987852,2.56917657050398e-07,2.56917657050398e-07,"HS12",2016
"FRA","GBR","EGY","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00141512341765138,0.00141512341765138,1.41818627454852e-08,1.41818627454852e-08,"HS12",2016
"FRA","GBR","ESP","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0319750803541996,0.0319750803541996,6.88030977652436e-07,6.88030977652436e-07,"HS12",2016
"FRA","GBR","EST","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00319518002340093,0.00319518002340093,2.42808487969759e-06,2.42808487969759e-06,"HS12",2016
"FRA","GBR","FRA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0746257021112884,0.0746257021112884,1.11557672959913e-06,1.11557672959913e-06,"HS12",2016
"FRA","GBR","GHA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00496628139707121,0.00496628139707121,1.68039198795222e-07,1.68039198795222e-07,"HS12",2016
"FRA","GBR","GRC","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00105832001120206,0.00105832001120206,9.84507359527378e-08,9.84507359527378e-08,"HS12",2016
"FRA","GBR","IRL","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0648850753819794,0.0648850753819794,1.37591162668847e-05,1.37591162668847e-05,"HS12",2016
"FRA","GBR","ITA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.022821304383374,0.022821304383374,3.79604556886813e-07,3.79604556886813e-07,"HS12",2016
"FRA","GBR","JPN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00365393059335088,0.00365393059335088,2.87724987622896e-08,2.87724987622896e-08,"HS12",2016
"FRA","GBR","KOR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00400720173852334,0.00400720173852334,7.80978949150196e-08,7.80978949150196e-08,"HS12",2016
"FRA","GBR","LBN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00102479417382146,0.00102479417382146,1.637412620614e-07,1.637412620614e-07,"HS12",2016
"FRA","GBR","LTU","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00100189692950586,0.00100189692950586,3.41516225395897e-07,3.41516225395897e-07,"HS12",2016
"FRA","GBR","LVA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00118809155035043,0.00118809155035043,6.02029895651343e-07,6.02029895651343e-07,"HS12",2016
"FRA","GBR","MUS","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00109209562324771,0.00109209562324771,8.44026848251317e-07,8.44026848251317e-07,"HS12",2016
"FRA","GBR","NAM","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00115303624837655,0.00115303624837655,4.96281341947563e-07,4.96281341947563e-07,"HS12",2016
"FRA","GBR","NGA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0111528380922849,0.0111528380922849,5.91138999991733e-08,5.91138999991733e-08,"HS12",2016
"FRA","GBR","NLD","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0195744067009697,0.0195744067009697,1.1207640676884e-06,1.1207640676884e-06,"HS12",2016
"FRA","GBR","PHL","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00366441659136922,0.00366441659136922,3.49407132027605e-08,3.49407132027605e-08,"HS12",2016
"FRA","GBR","POL","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0088721839159311,0.0088721839159311,2.30254279487115e-07,2.30254279487115e-07,"HS12",2016
"FRA","GBR","PRT","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00576069637775061,0.00576069637775061,5.57518057167398e-07,5.57518057167398e-07,"HS12",2016
"FRA","GBR","SGP","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00173947927761434,0.00173947927761434,3.04534257949864e-07,3.04534257949864e-07,"HS12",2016
"FRA","GBR","SWE","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00360972751017497,0.00360972751017497,3.62665783695523e-07,3.62665783695523e-07,"HS12",2016
"FRA","GBR","THA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00161939104669652,0.00161939104669652,2.29352641819046e-08,2.29352641819046e-08,"HS12",2016
"FRA","GBR","TWN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.002197675896689,0.002197675896689,9.31436816993694e-08,9.31436816993694e-08,"HS12",2016
"FRA","GBR","UKR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00587490555439812,0.00587490555439812,1.31038096797472e-07,1.31038096797472e-07,"HS12",2016
"FRA","GBR","USA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0297538355143452,0.0297538355143452,8.98866191709352e-08,8.98866191709352e-08,"HS12",2016
"FRA","GBR","VNM","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00821528117087723,0.00821528117087723,8.82163359795922e-08,8.82163359795922e-08,"HS12",2016
"FRA","ITA","ALB","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00305418965915762,0.00305418965915762,1.06009124380745e-06,1.06009124380745e-06,"HS12",2016
"FRA","ITA","ARE","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00108285776947324,0.00108285776947324,1.20394274602959e-07,1.20394274602959e-07,"HS12",2016
"FRA","ITA","AUT","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00701792778572791,0.00701792778572791,8.03289444112709e-07,8.03289444112709e-07,"HS12",2016
"FRA","ITA","BEL","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00293767001704473,0.00293767001704473,2.4685914742724e-07,2.4685914742724e-07,"HS12",2016
"FRA","ITA","CAN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00193833619603501,0.00193833619603501,5.36734040867289e-08,5.36734040867289e-08,"HS12",2016
"FRA","ITA","CHE","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00442272854179795,0.00442272854179795,5.28219565292441e-07,5.28219565292441e-07,"HS12",2016
"FRA","ITA","CZE","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00274918107607102,0.00274918107607102,2.61140566352836e-07,2.61140566352836e-07,"HS12",2016
"FRA","ITA","DEU","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0171183212599425,0.0171183212599425,2.07919657357829e-07,2.07919657357829e-07,"HS12",2016
"FRA","ITA","ESP","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0318614317796163,0.0318614317796163,6.85585518907277e-07,6.85585518907277e-07,"HS12",2016
"FRA","ITA","FRA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0290684685172628,0.0290684685172628,4.34543409649716e-07,4.34543409649716e-07,"HS12",2016
"FRA","ITA","GBR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00185505985424252,0.00185505985424252,2.81119266879538e-08,2.81119266879538e-08,"HS12",2016
"FRA","ITA","GRC","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0142109099548484,0.0142109099548484,1.32197683952307e-06,1.32197683952307e-06,"HS12",2016
"FRA","ITA","HRV","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0215034417396596,0.0215034417396596,5.09107704020896e-06,5.09107704020896e-06,"HS12",2016
"FRA","ITA","HUN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00193509058876197,0.00193509058876197,1.9715436420867e-07,1.9715436420867e-07,"HS12",2016
"FRA","ITA","KHM","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00577230255540221,0.00577230255540221,3.69437199441739e-07,3.69437199441739e-07,"HS12",2016
"FRA","ITA","KOR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00161742304226251,0.00161742304226251,3.15225793534161e-08,3.15225793534161e-08,"HS12",2016
"FRA","ITA","MAR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00261479125842841,0.00261479125842841,7.44800636822171e-08,7.44800636822171e-08,"HS12",2016
"FRA","ITA","NLD","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00667066944978937,0.00667066944978937,3.81939884102862e-07,3.81939884102862e-07,"HS12",2016
"FRA","ITA","POL","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00135519577945968,0.00135519577945968,3.5170554479057e-08,3.5170554479057e-08,"HS12",2016
"FRA","ITA","PRT","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0014591060695491,0.0014591060695491,1.41211743815913e-07,1.41211743815913e-07,"HS12",2016
"FRA","ITA","ROU","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00517143959115311,0.00517143959115311,2.6121257750364e-07,2.6121257750364e-07,"HS12",2016
"FRA","ITA","SAU","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00275907510295418,0.00275907510295418,8.25668185872984e-08,8.25668185872984e-08,"HS12",2016
"FRA","ITA","SVK","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00191692676538772,0.00191692676538772,3.52946992662163e-07,3.52946992662163e-07,"HS12",2016
"FRA","ITA","SVN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00834775163920482,0.00834775163920482,3.99410131922413e-06,3.99410131922413e-06,"HS12",2016
"FRA","ITA","TUN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00293395978589379,0.00293395978589379,2.51073369273127e-07,2.51073369273127e-07,"HS12",2016
"FRA","ITA","USA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00130865134916365,0.00130865134916365,3.95344813253036e-09,3.95344813253036e-09,"HS12",2016
"FRA","MLT","ESP","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00119742342499552,0.00119742342499552,2.5765827658206e-08,2.5765827658206e-08,"HS12",2016
"FRA","MLT","ITA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00765894955848331,0.00765894955848331,1.27397282141533e-07,1.27397282141533e-07,"HS12",2016
"FRA","MLT","JPN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0347275176451571,0.0347275176451571,2.73458248024998e-07,2.73458248024998e-07,"HS12",2016
"FRA","MLT","KOR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00124404104462098,0.00124404104462098,2.42455940859577e-08,2.42455940859577e-08,"HS12",2016
"FRA","MLT","LBY","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00311835879722364,0.00311835879722364,4.96380373554667e-07,4.96380373554667e-07,"HS12",2016
"FRA","MYS","AUS","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0054166243246912,0.0054166243246912,2.23867220242604e-07,2.23867220242604e-07,"HS12",2016
"FRA","MYS","BRN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00152184847085807,0.00152184847085807,3.5724645672429e-06,3.5724645672429e-06,"HS12",2016
"FRA","MYS","CHN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0209071265197713,0.0209071265197713,1.48282509834441e-08,1.48282509834441e-08,"HS12",2016
"FRA","MYS","IDN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0105116219944665,0.0105116219944665,4.01436497549064e-08,4.01436497549064e-08,"HS12",2016
"FRA","MYS","IND","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00154784679574294,0.00154784679574294,1.15628625153187e-09,1.15628625153187e-09,"HS12",2016
"FRA","MYS","ITA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00105035131027369,0.00105035131027369,1.74713126390096e-08,1.74713126390096e-08,"HS12",2016
"FRA","MYS","JPN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0224151340833637,0.0224151340833637,1.7650565635914e-07,1.7650565635914e-07,"HS12",2016
"FRA","MYS","KOR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00239701210240918,0.00239701210240918,4.67162901943056e-08,4.67162901943056e-08,"HS12",2016
"FRA","MYS","PHL","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00233917465026685,0.00233917465026685,2.23043501054562e-08,2.23043501054562e-08,"HS12",2016
"FRA","MYS","SGP","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0142398447378169,0.0142398447378169,2.49299925923797e-06,2.49299925923797e-06,"HS12",2016
"FRA","MYS","THA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00854504495385084,0.00854504495385084,1.21022568244166e-07,1.21022568244166e-07,"HS12",2016
"FRA","MYS","TWN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00450310786258084,0.00450310786258084,1.90854368490857e-07,1.90854368490857e-07,"HS12",2016
"FRA","MYS","USA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0032102105025747,0.0032102105025747,9.6980763627717e-09,9.6980763627717e-09,"HS12",2016
"FRA","MYS","VNM","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0192511516511656,0.0192511516511656,2.06720382020956e-07,2.06720382020956e-07,"HS12",2016
"FRA","NLD","AUT","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0116884702060072,0.0116884702060072,1.33789132931889e-06,1.33789132931889e-06,"HS12",2016
"FRA","NLD","BEL","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.126870956944752,0.126870956944752,1.06612574192953e-05,1.06612574192953e-05,"HS12",2016
"FRA","NLD","BEN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0180522645716074,0.0180522645716074,1.60320855229844e-06,1.60320855229844e-06,"HS12",2016
"FRA","NLD","BFA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0122636197479499,0.0122636197479499,6.36228425742872e-07,6.36228425742872e-07,"HS12",2016
"FRA","NLD","BGR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00260631280287955,0.00260631280287955,3.5969111166952e-07,3.5969111166952e-07,"HS12",2016
"FRA","NLD","CAN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00132767173693804,0.00132767173693804,3.6763829606532e-08,3.6763829606532e-08,"HS12",2016
"FRA","NLD","CHE","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00682724728997533,0.00682724728997533,8.15398359083717e-07,8.15398359083717e-07,"HS12",2016
"FRA","NLD","CHN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0460901547261855,0.0460901547261855,3.26891589573223e-08,3.26891589573223e-08,"HS12",2016
"FRA","NLD","CIV","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0084640935609659,0.0084640935609659,3.49559168015669e-07,3.49559168015669e-07,"HS12",2016
"FRA","NLD","CMR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0070735745173665,0.0070735745173665,2.98316670653452e-07,2.98316670653452e-07,"HS12",2016
"FRA","NLD","CYP","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00107374740267146,0.00107374740267146,8.96372346394561e-07,8.96372346394561e-07,"HS12",2016
"FRA","NLD","CZE","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00435159091157831,0.00435159091157831,4.13351061185632e-07,4.13351061185632e-07,"HS12",2016
"FRA","NLD","DEU","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.16060856979377,0.16060856979377,1.95075663630604e-06,1.95075663630604e-06,"HS12",2016
"FRA","NLD","EGY","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0565664464413945,0.0565664464413945,5.66888774099368e-07,5.66888774099368e-07,"HS12",2016
"FRA","BEL","AUT","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00200019446630302,0.00200019446630302,2.28947226305381e-07,2.28947226305381e-07,"HS12",2016
"FRA","BEL","BEN","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00156559486078473,0.00156559486078473,1.39039346575513e-07,1.39039346575513e-07,"HS12",2016
"FRA","BEL","CHE","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00205034415647753,0.00205034415647753,2.44878673605904e-07,2.44878673605904e-07,"HS12",2016
"FRA","BEL","CIV","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00102132919182397,0.00102132919182397,4.21799428364734e-08,4.21799428364734e-08,"HS12",2016
"FRA","BEL","CZE","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00149867581522502,0.00149867581522502,1.42356956612868e-07,1.42356956612868e-07,"HS12",2016
"FRA","BEL","DEU","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0402223878971943,0.0402223878971943,4.8854236246098e-07,4.8854236246098e-07,"HS12",2016
"FRA","BEL","ESP","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.020570194883994,0.020570194883994,4.42623791394998e-07,4.42623791394998e-07,"HS12",2016
"FRA","BEL","EST","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0526184350296215,0.0526184350296215,3.99858616895034e-05,3.99858616895034e-05,"HS12",2016
"FRA","BEL","ETH","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00256692525766033,0.00256692525766033,2.43788257461375e-08,2.43788257461375e-08,"HS12",2016
"FRA","BEL","FRA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0816737142637135,0.0816737142637135,1.22093719020092e-06,1.22093719020092e-06,"HS12",2016
"FRA","BEL","GBR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0117898257741899,0.0117898257741899,1.78665242024285e-07,1.78665242024285e-07,"HS12",2016
"FRA","BEL","GHA","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.0145504155568679,0.0145504155568679,4.92328157996752e-07,4.92328157996752e-07,"HS12",2016
"FRA","BEL","ISR","foreign step 2","pterois volitans","pterois volitans","marine","capture","direct human consumption",0.00201148904896188,0.00201148904896188,2.46535951726721e-07,2.46535951726721e-07,"HS12",2016
