"source_country_iso3c","exporter_iso3c","consumer_iso3c","consumption_source","sciname","sciname_hs_modified","habitat","method","end_use","consumption_live_t","consumption_live_t_capped","consumption_percap_live_kg","consumption_percap_live_kg_capped","hs_version","year"
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2011
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2011
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2012
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2012
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2012
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2012
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2012
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2012
"ATG","ATG",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","SWE",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","DEU",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","NLD",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","GBR",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","DEU",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","NLD",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","GBR",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","NLD",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","BEL",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","DEU",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","GBR",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","CHN",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","VNM",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2013
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","NLD",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","BEL",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","NLD",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","DEU",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"ATG","ATG",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"ATG","ATG",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"ATG","ATG",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","DEU",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","SWE",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","BEL",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","DEU",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","DEU",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","NLD",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","NLD",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","CHN",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"USA","CHN",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","VNM",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2014
"BHS","BHS",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"BHS","BHS",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"ATG","ATG",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","BEL",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"USA","CHN",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","SYC",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","SYC",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","DEU",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","MLT",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","SYC",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"USA","CAN",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"USA","CHN",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","NLD",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","DEU",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","DEU",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","ESP",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","SYC",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2015
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","USA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","MLT",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","CAN",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","CHN",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","BEL",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","ITA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","JPN",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","JPN",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","NLD",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"FRA","BEL",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","CHN",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","CHN",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","CAN",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2016
"USA","CAN",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2017
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2017
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2017
"FRA","FRA",NA,NA,"pterois volitans",NA,"marine","capture",NA,NA,NA,NA,NA,"HS02",2017
